Scheme Name/Area,Lat,Long
TAMAN SAUJANA TEHEL,2.246225751,102.3229208
TAMAN SAUJANA TEHEL,2.246225751,102.3229208
TAMAN SAUJANA TEHEL (SAUJANA PERDANA),2.246225751,102.3229208
TAMAN SAUJANA TEHEL (SAUJANA PERDANA),2.246225751,102.3229208
TAMAN TEHEL IMPIAN,2.251250209,102.3270744
TAMAN TEHEL IMPIAN,2.251250209,102.3270744
TAMAN TEHEL IMPIAN,2.251250209,102.3270744
TAMAN TEHEL IMPIAN,2.251250209,102.3270744
TAMAN TEHEL IMPIAN (SAUJANA PERDANA),2.251250209,102.3270744
TAMAN TEHEL IMPIAN (SAUJANA PERDANA),2.251250209,102.3270744
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN TUAH PERDANA,2.228879357,102.3180845
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
TAMAN LIPAT KAJANG PERDANA,2.273773646,102.444579
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
BANDAR BOTANI PARKLAND,2.253867011,102.3978858
TAMAN ASIA SELATAN,2.282116294,102.4018024
TAMAN ASIA SELATAN,2.282116294,102.4018024
TAMAN MAJU FASA 1 & 2,2.295615797,102.4190518
TAMAN MAJU FASA 1 & 2,2.295615797,102.4190518
TAMAN MAJU FASA 1 & 2,2.295615797,102.4190518
TAMAN MAJU FASA 1 & 2,2.295615797,102.4190518
TAMAN MAJU FASA 3 & 4,2.295615797,102.4190518
TAMAN MAJU FASA 3 & 4,2.295615797,102.4190518
TAMAN MAJU FASA 3 & 4,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAJU JASIN,2.295615797,102.4190518
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MAYANG LESTARI,2.273574004,102.4388432
TAMAN MEKAR JAYA,2.310174362,102.4187014
TAMAN MEKAR JAYA,2.310174362,102.4187014
TAMAN MEKAR JAYA,2.310174362,102.4187014
TAMAN MEKAR JAYA,2.310174362,102.4187014
TAMAN MEKAR JAYA,2.310174362,102.4187014
TAMAN MERBAU JAYA,2.310174362,102.4187014
TAMAN MERBAU LESTARI,2.288612015,102.4025846
TAMAN SEMPANG KERAYONG,2.296173955,102.4372467
TAMAN SERI INDAH(PEC LOT 784 & 785),2.287134657,102.4010817
TAMAN SERI INDAH(PEC LOT 784 & 785),2.287134657,102.4010817
TAMAN SERI JASIN,2.305121318,102.4338548
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN SERI MERBAU 3,2.283373467,102.4028947
TAMAN JASIN HEIGHTS,2.322530245,102.4339739
TAMAN KESANG DAMAI,2.31420398,102.3930684
BDR BARU MERLIMAU,2.166440259,102.4322631
BDR BARU MERLIMAU,2.166440259,102.4322631
TAMAN DEBUNGA MERLIMAU,2.146912533,102.422358
TAMAN DEBUNGA MERLIMAU,2.146912533,102.422358
TAMAN DEBUNGA MERLIMAU,2.146912533,102.422358
TAMAN DEBUNGA MERLIMAU,2.146912533,102.422358
TAMAN DEBUNGA MERLIMAU,2.146912533,102.422358
TAMAN DERETAN MERLIMAU,2.146912533,102.422358
TAMAN MERLIMAU BISTARI,2.145310066,102.4331006
TAMAN MERLIMAU EMAS,2.149489989,102.437335
TAMAN MERLIMAU EMAS,2.149489989,102.437335
TAMAN MERLIMAU EMAS,2.149489989,102.437335
TAMAN MERLIMAU EMAS,2.149489989,102.437335
TAMAN MERLIMAU EMAS,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU EMAS  SEK.2,2.149489989,102.437335
TAMAN MERLIMAU INDAH,2.130836183,102.4425503
TAMAN MERLIMAU PASIR (PEC LOT 1210),2.145530175,102.4343696
TAMAN MERLIMAU PERDANA,2.146098052,102.4423217
TAMAN MERLIMAU PERMAI,2.161131579,102.4224309
TAMAN MERLIMAU TIMUR,2.135945652,102.4329901
TAMAN MERLIMAU UTARA,2.164557741,102.429922
TAMAN MUHIBAH FASA 11,2.155021544,102.430347
TAMAN MUHIBBAH (MERLIMAU),2.155021544,102.430347
TAMAN MUHIBBAH (MERLIMAU),2.155021544,102.430347
TAMAN MUHIBBAH (MERLIMAU),2.155021544,102.430347
TAMAN MUHIBBAH (MERLIMAU),2.155021544,102.430347
TAMAN MUHIBBAH FASA 3,2.155021544,102.430347
TAMAN MUHIBBAH FASA 3,2.155021544,102.430347
TAMAN MUHIBBAH FASA 13,2.155021544,102.430347
TAMAN SEJATI,2.139881674,102.4274271
TAMAN SERI MERLIMAU,2.148522368,102.4340345
TAMAN SERI MERLIMAU,2.148522368,102.4340345
TAMAN NYALAS BARU,2.434546222,102.4709542
TAMAN NYALAS BARU,2.434546222,102.4709542
TAMAN HAJJAH YON,2.300702814,102.4720577
TAMAN HAJJAH YON,2.300702814,102.4720577
TAMAN HAJJAH YON,2.300702814,102.4720577
TAMAN HAJJAH YON,2.300702814,102.4720577
TAMAN HAJJAH YON,2.300702814,102.4720577
TAMAN JARIM JAYA,2.322205058,102.4652818
TAMAN KELUBI,2.315794996,102.4305009
TAMAN KELUBI,2.315794996,102.4305009
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN MESRA RIM II,2.313753262,102.4458961
TAMAN RIM BARU,2.313215017,102.4469819
TAMAN RIA,2.466513984,102.2254485
TAMAN SEBATU MUTIARA,2.147175293,102.4778289
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN SERI PERTAM,2.131991325,102.4491062
TAMAN PELANGI SELANDAR,2.391761414,102.3857877
TAMAN SELANDAR JAYA,2.392406966,102.3865643
TAMAN SERI SELANDAR FASA 2,2.3933939,102.4036729
TAMAN SERI SELANDAR(R.AWAM SELANDAR),2.3933939,102.4036729
TAMAN PULAI PERMAI,2.144495,102.3728789
TAMAN SERKAM BARU,2.1495633,102.3846324
TAMAN SERKAM INDAH,2.146933354,102.3914236
TAMAN SERKAM INDAH,2.146933354,102.3914236
TAMAN SERKAM MAJU,2.1495708,102.3854326
TAMAN SERKAM MAJU,2.1495708,102.3854326
TAMAN SERKAM MAJU,2.1495708,102.3854326
TAMAN SERKAM RIA,2.1504953,102.3878941
TAMAN SERKAM RIA,2.1504953,102.3878941
TAMAN SERKAM RIA,2.1504953,102.3878941
TAMAN SERKAM RIA,2.1504953,102.3878941
TAMAN SERKAM RIA,2.1504953,102.3878941
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN KOTA SUNGAI RAMBAI,2.160761542,102.508307
TAMAN SG RAMBAI MUTIARA,2.153756,102.4879748
TAMAN SG RAMBAI MUTIARA,2.153756,102.4879748
TAMAN SG RAMBAI MUTIARA,2.153756,102.4879748
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN SERI SERKAM,2.151606,102.3915262
TAMAN BALKIS UMBAI,2.181243392,102.3470812
TAMAN UMBAI IMPIAN,2.178271641,102.3451725
TAMAN UMBAI PERMAI,2.183693566,102.3481667
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN UMBAI SETIA,2.179325835,102.3455898
TAMAN ALAI PERDANA (CRISTAL BAY),2.1689808,102.310599
TAMAN ALAI PERDANA (CRISTAL BAY),2.1689808,102.310599
TAMAN ALAI PERDANA (CRISTAL BAY),2.1689808,102.310599
TAMAN PERMATANG PASIR,2.1795582,102.290794
TAMAN PERMATANG PASIR PERDANA,2.1795582,102.290794
TAMAN PERMATANG PASIR PERDANA,2.1795582,102.290794
TAMAN PERMATANG PASIR PERDANA,2.1795582,102.290794
TAMAN PERMATANG PASIR PERDANA,2.1795582,102.290794
TAMAN AYER MOLEK FASA 1 & 2,2.2070838,102.3181137
TAMAN AYER MOLEK FASA 1 & 2,2.2070838,102.3181137
TAMAN AYER MOLEK FASA 1 & 2,2.2070838,102.3181137
TAMAN BKT PENGKALAN(PENGKALAN JAYA),2.2280364,102.3149842
TAMAN BKT PENGKALAN(PENGKALAN JAYA),2.2280364,102.3149842
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN DESA MOLEK,2.210628,102.3152609
TAMAN PENGKALAN MINYAK DAMAI,2.221461938,102.3309373
TAMAN PENGKALAN MINYAK DAMAI,2.221461938,102.3309373
TAMAN TAMBAK PAYA INDAH,2.2217018,102.3373129
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN BACANG BARU,2.240855345,102.2480251
TAMAN MALIM DEWA,2.239253572,102.2270092
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN MALIM JAYA,2.2429821,102.2347654
TAMAN ASEAN,2.235945,102.221752
TAMAN ASEAN,2.235945,102.221752
TAMAN ASEAN,2.235945,102.221752
TAMAN ASEAN,2.235945,102.221752
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN BALAI PANJANG MURNI,2.2333449,102.2233783
TAMAN GADONG BAHAGIA,2.237728,102.2154576
TAMAN GADONG BAHAGIA,2.237728,102.2154576
TAMAN GADONG BAHAGIA,2.237728,102.2154576
TAMAN GADONG BAHAGIA,2.237728,102.2154576
TAMAN GADONG BAHAGIA,2.237728,102.2154576
TAMAN MANGGA INDAH,2.226469491,102.2183596
TAMAN MEWAH ( TAMAN SERI MANGGA ),2.232951573,102.2241088
TAMAN PANDAN JAYA SEK 1  (HAI CHOON DEV),2.222040986,102.2290264
TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),2.222040986,102.2290264
TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),2.222040986,102.2290264
TAMAN PANDAN JAYA SEKSYEN 1( FAUZI LIM ),2.222040986,102.2290264
TAMAN PANDAN PERDANA,2.211248,102.227715
TAMAN POKOK MANGGA,2.227603,102.2155088
TAMAN POKOK MANGGA,2.227603,102.2155088
TAMAN POKOK MANGGA,2.227603,102.2155088
TAMAN POKOK MANGGA FASA 1,2.227603,102.2155088
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
TAMAN SERI MANGGA SEK. 1,2.232588,102.2240228
