Property Type,District,Mukim,Scheme Name/Area,"Month, Year of Transaction Date",Tenure,Land Area,Unit,Main Floor Area,Transaction Price
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,June 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,July 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,July 2022,Freehold,176,sq.m,102.2,403750
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,August 2022,Freehold,143,sq.m,102.2,351120
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,August 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,September 2022,Freehold,143,sq.m,102.2,351120
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,September 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,October 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN PINGGIRAN KUALA INA,December 2022,Freehold,143,sq.m,102.2,314160
1 - 1 1/2 Storey Terraced,Alor Gajah,Pulau Sebang,TAMAN SEBANG JAYA,November 2022,Leasehold,143,sq.m,80.83,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Ramuan China Kechil,TAMAN WIRA INDAH,March 2022,Leasehold,151,sq.m,65.84,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Ramuan China Kechil,TAMAN WIRA INDAH,April 2022,Leasehold,135,sq.m,65.84,150000
1 - 1 1/2 Storey Terraced,Alor Gajah,Ramuan China Kechil,TAMAN WIRA INDAH,September 2022,Leasehold,130,sq.m,65.84,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN BKT REMBIA,November 2022,Freehold,102,sq.m,61.97,175000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN BKT REMBIA,December 2022,Freehold,102,sq.m,61.97,164000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,January 2022,Freehold,133,sq.m,88.92,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,March 2022,Freehold,255,sq.m,97.2,300000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,March 2022,Freehold,340,sq.m,97.09,350000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,April 2022,Freehold,149,sq.m,120.4,358000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,April 2022,Freehold,217,sq.m,120.4,280000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,May 2022,Freehold,405,sq.m,98.11,465000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,August 2022,Freehold,145,sq.m,98.11,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,August 2022,Freehold,178,sq.m,97.09,280000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,September 2022,Freehold,189,sq.m,97.09,320000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,October 2022,Freehold,189,sq.m,120.4,325000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA PERKASA,November 2022,Freehold,145,sq.m,97.09,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,January 2022,Freehold,120,sq.m,64.05,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,February 2022,Freehold,111,sq.m,74.3,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,March 2022,Freehold,111,sq.m,74.35,255000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,July 2022,Freehold,111,sq.m,74.3,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,November 2022,Freehold,111,sq.m,74.3,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Rembia,TAMAN REMBIA UTAMA,December 2022,Freehold,111,sq.m,74.35,255000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN AYER MOLEK PERDANA,July 2022,Leasehold,121,sq.m,83.61,225000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN AYER MOLEK PERDANA,July 2022,Leasehold,121,sq.m,83.61,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN DESA BAYU,October 2022,Freehold,111,sq.m,64.29,138000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN DESA BAYU,November 2022,Freehold,111,sq.m,64.29,160000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN PAYA MENGKUANG,March 2022,Freehold,107,sq.m,65.03,120000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,150,sq.m,71.98,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,150,sq.m,71.98,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,152,sq.m,71.98,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,158,sq.m,65.42,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,158,sq.m,65.42,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,158,sq.m,91.2,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,January 2022,Leasehold,462,sq.m,71.98,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,February 2022,Leasehold,158,sq.m,91.2,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,February 2022,Leasehold,163,sq.m,69.81,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,March 2022,Leasehold,152,sq.m,71.98,169000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,March 2022,Leasehold,335,sq.m,71.98,300000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,April 2022,Leasehold,158,sq.m,65.62,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,April 2022,Leasehold,158,sq.m,65.62,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,April 2022,Leasehold,158,sq.m,91.2,213000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,April 2022,Leasehold,373,sq.m,71.98,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,May 2022,Leasehold,158,sq.m,62.26,165000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,May 2022,Leasehold,236,sq.m,65.42,206000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,151,sq.m,71.98,163800
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,151,sq.m,71.98,150000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,152,sq.m,65.42,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,158,sq.m,65.42,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,158,sq.m,65.42,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,June 2022,Leasehold,328,sq.m,65.42,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,July 2022,Leasehold,150,sq.m,71.98,195000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,July 2022,Leasehold,150,sq.m,71.98,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,July 2022,Leasehold,151,sq.m,71.98,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,July 2022,Leasehold,249,sq.m,71.98,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,August 2022,Leasehold,158,sq.m,65.62,215000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,August 2022,Leasehold,158,sq.m,97.76,175000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,August 2022,Leasehold,199,sq.m,71.98,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,October 2022,Leasehold,151,sq.m,71.98,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,October 2022,Leasehold,158,sq.m,65.42,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,December 2022,Leasehold,150,sq.m,71.98,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,December 2022,Leasehold,158,sq.m,65.62,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI GAMELAN,December 2022,Leasehold,158,sq.m,69.89,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERI REDAN,April 2022,Freehold,212,sq.m,180.85,188000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,January 2022,Freehold,121,sq.m,68.75,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,February 2022,Freehold,121,sq.m,65.15,215000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,March 2022,Freehold,121,sq.m,68.75,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,April 2022,Freehold,121,sq.m,65.15,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,April 2022,Freehold,121,sq.m,65.15,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,April 2022,Freehold,121,sq.m,68.75,225000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,April 2022,Freehold,121,sq.m,68.75,195000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,June 2022,Freehold,121,sq.m,68.75,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,June 2022,Freehold,121,sq.m,68.75,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,June 2022,Freehold,128,sq.m,65.15,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,July 2022,Freehold,121,sq.m,65.15,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,July 2022,Freehold,121,sq.m,65.15,195000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,July 2022,Freehold,121,sq.m,65.15,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,July 2022,Freehold,121,sq.m,68.75,189000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,July 2022,Freehold,134,sq.m,65.15,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,August 2022,Freehold,233,sq.m,68.75,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,September 2022,Freehold,121,sq.m,65.15,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,September 2022,Freehold,121,sq.m,65.15,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,September 2022,Freehold,121,sq.m,65.15,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,September 2022,Freehold,121,sq.m,68.75,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,September 2022,Freehold,125,sq.m,65.15,198000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,October 2022,Freehold,121,sq.m,65.15,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,October 2022,Freehold,121,sq.m,65.15,185000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,October 2022,Freehold,163,sq.m,65.15,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,121,sq.m,65.15,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,121,sq.m,65.15,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,121,sq.m,68.75,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,121,sq.m,68.75,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,222,sq.m,65.15,235000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SERULING JAYA,November 2022,Freehold,286,sq.m,65.15,280000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ilir,TAMAN SG. BARU ILIR,September 2022,Freehold,121,sq.m,74.32,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,February 2022,Freehold,121,sq.m,72.5,175000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,March 2022,Freehold,133,sq.m,74.99,170000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,March 2022,Freehold,280,sq.m,67.54,235000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,April 2022,Freehold,121,sq.m,67.54,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,August 2022,Freehold,121,sq.m,67.54,160000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,August 2022,Freehold,121,sq.m,72.5,175000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA EMAS,September 2022,Freehold,121,sq.m,72.5,175000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PALMA,January 2022,Freehold,111,sq.m,61.36,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PALMA,March 2022,Freehold,111,sq.m,61.36,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PALMA,August 2022,Freehold,111,sq.m,61.36,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PALMA,September 2022,Freehold,153,sq.m,70.73,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,January 2022,Leasehold,130,sq.m,76.18,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,February 2022,Leasehold,152,sq.m,76.18,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,March 2022,Leasehold,130,sq.m,76.18,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,March 2022,Leasehold,130,sq.m,76.18,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,May 2022,Leasehold,130,sq.m,72.56,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,May 2022,Leasehold,148,sq.m,79.89,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,October 2022,Leasehold,117,sq.m,76.28,235000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,November 2022,Leasehold,130,sq.m,76.18,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN BIDARA PERMAI,November 2022,Leasehold,163,sq.m,78.04,300000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN PAYA RUMPUT JAYA (SG BARU TENGAH),August 2022,Freehold,143,sq.m,82.5,170000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI JERAM,November 2022,Freehold,111,sq.m,81.75,148000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI NAGA (TAMAN BIDARA JAYA),September 2022,Freehold,135,sq.m,77.11,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI NAGA (TAMAN BIDARA JAYA),September 2022,Freehold,146,sq.m,76.3,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI NAGA (TAMAN BIDARA JAYA),October 2022,Freehold,130,sq.m,77.109,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI NAGA (TAMAN BIDARA JAYA),November 2022,Freehold,130,sq.m,77.109,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI NAGA (TAMAN BIDARA JAYA),December 2022,Freehold,130,sq.m,77.109,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,January 2022,Freehold,121,sq.m,83.89,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,January 2022,Freehold,121,sq.m,83.89,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,June 2022,Freehold,121,sq.m,76.38,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,June 2022,Freehold,139,sq.m,83.89,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,July 2022,Freehold,121,sq.m,83.89,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,July 2022,Freehold,121,sq.m,83.89,205000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,October 2022,Freehold,121,sq.m,80.04,230000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,October 2022,Freehold,121,sq.m,83.89,245000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Tengah,TAMAN SERI PAYA RUMPUT,November 2022,Freehold,139,sq.m,83.89,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN BIDARA SETIA,April 2022,Freehold,143,sq.m,94.03,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN BIDARA SETIA,August 2022,Freehold,102,sq.m,66.47,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN BIDARA SETIA,September 2022,Freehold,143,sq.m,90.73,235000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN BIDARA SETIA,November 2022,Freehold,156,sq.m,90.73,235000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),January 2022,Leasehold,130,sq.m,83.66,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),January 2022,Leasehold,130,sq.m,91.03,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),January 2022,Leasehold,133,sq.m,91.23,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),February 2022,Leasehold,130,sq.m,78.11,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),February 2022,Leasehold,133,sq.m,91.98,270000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),March 2022,Leasehold,130,sq.m,91.98,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),March 2022,Leasehold,280,sq.m,91.98,335000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),April 2022,Leasehold,133,sq.m,91.98,240000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),May 2022,Leasehold,274,sq.m,91.98,360000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),July 2022,Leasehold,133,sq.m,83.66,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),August 2022,Leasehold,133,sq.m,91.98,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),December 2022,Leasehold,130,sq.m,83.66,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN INDAH (SG.UDANG),December 2022,Leasehold,133,sq.m,91.98,260000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN MAJU JAYA,June 2022,Freehold,163,sq.m,78.22,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN MAKMOR (SG BARU ULU),August 2022,Freehold,274,sq.m,67.26,290000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN MASJID TANAH,May 2022,Freehold,122,sq.m,78.53,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN SERI CAHAYA MAS,November 2022,Freehold,143,sq.m,79.71,275000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN SERI PERMATA,May 2022,Freehold,143,sq.m,83.7,200000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN SG BARU ULU,September 2022,Freehold,143,sq.m,82.78,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Baru Ulu,TAMAN TERENDAK HEIGHTS,January 2022,Leasehold,248,sq.m,122.54,359000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN BUKIT EMAS,September 2022,Freehold,143,sq.m,80,270000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN BUKIT EMAS,November 2022,Freehold,168,sq.m,80,255000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,February 2022,Freehold,130,sq.m,72.65,160000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,April 2022,Freehold,130,sq.m,72.65,190000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN DIMENSI,August 2022,Freehold,130,sq.m,72.65,185000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN INTEKMA,March 2022,Freehold,130,sq.m,68.78,160000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN INTEKMA,July 2022,Freehold,130,sq.m,68.75,180000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN LENDU ILMU,March 2022,Freehold,153,sq.m,94.18,250000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN LENDU ILMU,March 2022,Freehold,153,sq.m,94.18,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SERI PELANGI,July 2022,Freehold,138,sq.m,71.72,220000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SERI PELANGI,September 2022,Freehold,121,sq.m,71.72,192500
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG. PETAI BAHAGIA,November 2022,Freehold,143,sq.m,102.19,270000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,March 2022,Freehold,143,sq.m,102.22,270000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,March 2022,Freehold,156,sq.m,102.22,290000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,August 2022,Freehold,156,sq.m,102.22,280000
1 - 1 1/2 Storey Terraced,Alor Gajah,Sg Petai,TAMAN SG.PETAI PERMAI,August 2022,Freehold,156,sq.m,102.22,275000
1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,BDR BARU SIMPANG EMPAT,May 2022,Leasehold,147,sq.m,79.86,210000
1 - 1 1/2 Storey Terraced,Alor Gajah,Taboh Naning,BDR BARU SIMPANG EMPAT,June 2022,Leasehold,256,sq.m,79.86,360000
