,Property Type,District,Mukim,Scheme Name/Area,Lat,Long,"Month, Year of Transaction Date",Tenure,Land Size,Unit,Build Size,Transaction Price
0,1 - 1 1/2 Storey Terraced,Alor Gajah,Bdr Alor Gajah,TAMAN SERI BAYU,2.38474,102.212509,2022-10-01,Leasehold,1539.2377,sq.ft,923.973176,200000
1,1 - 1 1/2 Storey Terraced,Alor Gajah,Bdr Masjid Tanah,TAMAN BKT INDAH,2.35055,102.10386,2022-07-01,Freehold,1539.2377,sq.ft,824.945296,173000
2,1 - 1 1/2 Storey Terraced,Alor Gajah,Bdr Masjid Tanah,TAMAN BKT INDAH,2.35055,102.10386,2022-09-01,Freehold,1539.2377,sq.ft,828.927939,210000
3,1 - 1 1/2 Storey Terraced,Alor Gajah,Belimbing,TAMAN BELIMBING HARMONI,2.335506356,102.2668939,2022-10-01,Leasehold,2497.2248,sq.ft,815.042508,361111
4,1 - 1 1/2 Storey Terraced,Alor Gajah,Belimbing,TAMAN VISTA BELIMBING,2.328141744,102.2669582,2022-01-01,Freehold,1377.7792,sq.ft,899.9696789999999,230000
5,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal, TAMAN TAMBUN PERWIRA,2.3249168,102.2856849,2022-02-01,Freehold,2163.5439,sq.ft,973.594755,313840
6,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal, TAMAN TAMBUN PERWIRA,2.3249168,102.2856849,2022-06-01,Freehold,2357.2941,sq.ft,973.594755,325480
7,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-01-01,Leasehold,1194.7929,sq.ft,799.973048,238000
8,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-02-01,Leasehold,1496.1821,sq.ft,799.973048,245000
9,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-05-01,Leasehold,1302.4319,sq.ft,799.973048,307000
10,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-07-01,Freehold,2723.2666999999997,sq.ft,879.9488249999999,350000
11,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-07-01,Leasehold,1302.4319,sq.ft,799.973048,310000
12,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-08-01,Leasehold,1194.7929,sq.ft,799.973048,230000
13,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-08-01,Leasehold,1302.4319,sq.ft,799.973048,314000
14,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-08-01,Leasehold,1302.4319,sq.ft,799.973048,260000
15,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-10-01,Leasehold,1302.4319,sq.ft,799.973048,290000
16,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-10-01,Leasehold,1302.4319,sq.ft,799.973048,255000
17,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN ANGKASA NURI,2.277575495,102.2507415,2022-10-01,Leasehold,1496.1821,sq.ft,799.973048,240000
18,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN BELATOK EMAS,2.298539888,102.2649876,2022-05-01,Leasehold,1496.1821,sq.ft,931.184989,278000
19,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN BELATOK EMAS,2.298539888,102.2649876,2022-11-01,Leasehold,1173.2650999999998,sq.ft,757.8861989999999,230000
20,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN CEMPAKA,2.31920301,102.2801714,2022-10-01,Leasehold,2744.7945,sq.ft,817.9487609999999,260000
21,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN DESA IDAMAN,2.31073802,102.2803167,2022-03-01,Freehold,1539.2377,sq.ft,946.039171,250000
22,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN DESA IDAMAN,2.31073802,102.2803167,2022-11-01,Freehold,1539.2377,sq.ft,946.039171,270000
23,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN DESA IDAMAN 3 (PPA1M),2.31073802,102.2803167,2022-02-01,Freehold,1420.8347999999999,sq.ft,842.382814,180000
24,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN DURIAN TUNGGAL GEMILANG,2.320554193,102.2795681,2022-02-01,Freehold,2669.4472,sq.ft,989.955883,280000
25,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN KASAWARI,2.290975802,102.2625453,2022-04-01,Freehold,1539.2377,sq.ft,772.417464,265000
26,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN KASAWARI,2.290975802,102.2625453,2022-05-01,Freehold,1399.307,sq.ft,772.417464,260000
27,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN KASAWARI,2.290975802,102.2625453,2022-06-01,Freehold,1399.307,sq.ft,772.417464,238000
28,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN KASAWARI,2.290975802,102.2625453,2022-10-01,Freehold,1399.307,sq.ft,772.7403810000001,280000
29,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN KENARI JAYA (HARVEST JAYA),2.313185814,102.2919535,2022-03-01,Freehold,3218.4060999999997,sq.ft,840.9835069999999,380000
30,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MERAK MAS,2.225024483,102.2927123,2022-07-01,Freehold,1539.2377,sq.ft,791.1251222,220000
31,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-01-01,Leasehold,1539.2377,sq.ft,1036.2406529999998,246000
32,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-02-01,Leasehold,1539.2377,sq.ft,931.184989,190000
33,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-04-01,Leasehold,1194.7929,sq.ft,799.7577699999999,200000
34,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-05-01,Leasehold,1539.2377,sq.ft,931.184989,230000
35,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-07-01,Leasehold,1173.2650999999998,sq.ft,799.7577699999999,280000
36,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN MURAI JAYA (MURAI EMAS),2.31448524,102.284589,2022-09-01,Leasehold,1539.2377,sq.ft,931.184989,240000
37,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN PULAU INDAH,2.311388096,102.265111,2022-02-01,Freehold,1539.883534,sq.ft,1071.438606,325000
38,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN RAJAWALI,2.314718791,102.2804073,2022-01-01,Freehold,2518.7526,sq.ft,787.379285,280000
39,1 - 1 1/2 Storey Terraced,Alor Gajah,Durian Tunggal,TAMAN RAJAWALI,2.314718791,102.2804073,2022-05-01,Freehold,1194.7929,sq.ft,747.9834109999999,168000
40,1 - 1 1/2 Storey Terraced,Alor Gajah,Gadek,TAMAN GADEK PERDANA(SERI MANGGIS),2.379391891,102.2700539,2022-05-01,Leasehold,1302.4319,sq.ft,787.379285,165000
41,1 - 1 1/2 Storey Terraced,Alor Gajah,Gadek,TAMAN GADEK PERDANA(SERI MANGGIS),2.379391891,102.2700539,2022-06-01,Leasehold,1302.4319,sq.ft,787.379285,180000
42,1 - 1 1/2 Storey Terraced,Alor Gajah,Gadek,TAMAN SERI MANGGIS,2.379391891,102.2700539,2022-06-01,Leasehold,1302.4319,sq.ft,787.379285,160000
43,1 - 1 1/2 Storey Terraced,Alor Gajah,Gadek,TAMAN SERI MANGGIS,2.379391891,102.2700539,2022-08-01,Leasehold,1302.4319,sq.ft,787.379285,180000
44,1 - 1 1/2 Storey Terraced,Alor Gajah,Gadek,TAMAN SERI MANGGIS,2.379391891,102.2700539,2022-08-01,Leasehold,1302.4319,sq.ft,787.379285,160000
45,1 - 1 1/2 Storey Terraced,Alor Gajah,K.Linggi,TAMAN KELISA,2.382462343,101.979265,2022-03-01,Freehold,1302.4319,sq.ft,864.664087,200000
46,1 - 1 1/2 Storey Terraced,Alor Gajah,K.Linggi,TAMAN KELISA,2.382462343,101.979265,2022-05-01,Freehold,1302.4319,sq.ft,864.664087,185000
47,1 - 1 1/2 Storey Terraced,Alor Gajah,K.Linggi,TAMAN KELISA,2.382462343,101.979265,2022-06-01,Freehold,1302.4319,sq.ft,844.643233,160000
48,1 - 1 1/2 Storey Terraced,Alor Gajah,K.Linggi,TAMAN KELISA,2.382462343,101.979265,2022-08-01,Freehold,1474.6543,sq.ft,864.664087,190000
49,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN AMAN,2.18612242,102.2688543,2022-06-01,Freehold,1759.9407055999998,sq.ft,1130.532417,150000
50,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KASA HEIGHTS,2.38303695,102.2207932,2022-04-01,Freehold,1539.2377,sq.ft,1376.164615,260000
51,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KASA HEIGHTS,2.38303695,102.2207932,2022-06-01,Freehold,1539.2377,sq.ft,1376.164615,320000
52,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KASA HEIGHTS,2.38303695,102.2207932,2022-10-01,Freehold,997.81353,sq.ft,1376.164615,200000
53,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KEBAYA (RUM AWAM PAYA DATOK F2 & 3 ),2.40198621,102.1956197,2022-09-01,Leasehold,2034.3771,sq.ft,799.973048,140000
54,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KEBAYA (RUM AWAM PAYA DATOK F2 & 3 ),2.40198621,102.1956197,2022-11-01,Leasehold,1194.7929,sq.ft,800.403604,200000
55,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KELEMAK JAYA,2.378787446,102.2055873,2022-09-01,Leasehold,1420.8347999999999,sq.ft,814.181396,180000
56,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN KELEMAK PERDANA,2.395635666,102.2079853,2022-10-01,Freehold,1980.5575999999999,sq.ft,821.9314039999999,180000
57,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SAMARINDA,2.375206909,102.2277745,2022-06-01,Freehold,1539.2377,sq.ft,926.2335949999999,250000
58,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SAMARINDA,2.375206909,102.2277745,2022-07-01,Freehold,1539.2377,sq.ft,926.2335949999999,275000
59,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI KELEMAK,2.36709925,102.2041907,2022-04-01,Leasehold,1550.0016,sq.ft,836.032113,185000
60,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI KELEMAK,2.36709925,102.2041907,2022-06-01,Leasehold,1399.307,sq.ft,799.865409,220000
61,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI KELEMAK,2.36709925,102.2041907,2022-08-01,Leasehold,1550.0016,sq.ft,836.032113,125000
62,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI KELEMAK,2.36709925,102.2041907,2022-08-01,Leasehold,2690.975,sq.ft,799.865409,300000
63,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI SUTERA (TAMAN SERI PENGKALAN),2.37345379,102.2257184,2022-02-01,Leasehold,1097.9178,sq.ft,628.396482,170000
64,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SERI SUTERA (TAMAN SERI PENGKALAN),2.37345379,102.2257184,2022-11-01,Leasehold,1194.7929,sq.ft,654.552759,190000
65,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SUTERA INDAH,2.373553817,102.2005739,2022-05-01,Freehold,1302.4319,sq.ft,799.973048,180000
66,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SUTERA INDAH,2.373553817,102.2005739,2022-10-01,Freehold,1302.4319,sq.ft,799.973048,220000
67,1 - 1 1/2 Storey Terraced,Alor Gajah,Kelemak,TAMAN SUTERA INDAH,2.373553817,102.2005739,2022-11-01,Freehold,1345.4875,sq.ft,799.973048,240000
68,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN AIR PASIR PERDANA,2.382175789,102.3404001,2022-03-01,Leasehold,1442.3626,sq.ft,847.441847,200000
69,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN AIR PASIR PERDANA,2.382175789,102.3404001,2022-06-01,Leasehold,1539.2377,sq.ft,847.441847,170000
70,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN AIR PASIR PERDANA,2.382175789,102.3404001,2022-07-01,Leasehold,1700.6961999999999,sq.ft,847.441847,170000
71,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MACHAP BESTARI,2.371929912,102.3446148,2022-07-01,Leasehold,1194.7929,sq.ft,799.973048,170000
72,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MACHAP BESTARI,2.371929912,102.3446148,2022-09-01,Leasehold,1646.8767,sq.ft,908.688438,190000
73,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MAWAR - MACHAP,2.385745141,102.3307474,2022-12-01,Leasehold,1399.307,sq.ft,763.2681489999999,200000
74,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MAWAR JAYA/PERMAI JAYA,2.378845578,102.2818852,2022-01-01,Leasehold,1194.7929,sq.ft,680.386119,180000
75,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MAWAR JAYA/PERMAI JAYA,2.378845578,102.2818852,2022-07-01,Leasehold,1194.7929,sq.ft,680.386119,160000
76,1 - 1 1/2 Storey Terraced,Alor Gajah,Machap,TAMAN MAWAR JAYA/PERMAI JAYA,2.378845578,102.2818852,2022-08-01,Leasehold,1194.7929,sq.ft,738.511179,175000
77,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN BDR BARU MASJID TANAH,2.350672655,102.1109937,2022-03-01,Leasehold,1571.5294,sq.ft,808.4765289999999,260000
78,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN BKT INDAH,2.35055,102.10386,2022-12-01,Freehold,1915.9741999999999,sq.ft,855.2994939999999,250000
79,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN MASJID TANAH PERDANA,2.355359672,102.1201008,2022-07-01,Freehold,1399.307,sq.ft,980.2683729999999,181000
80,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN MASJID TANAH PERDANA,2.355359672,102.1201008,2022-08-01,Freehold,1399.307,sq.ft,980.2683729999999,181000
81,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN PERMAI,2.347362622,102.104439,2022-12-01,Freehold,1539.2377,sq.ft,854.007826,190000
82,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN PERMAI,2.347362622,102.104439,2022-12-01,Freehold,1539.2377,sq.ft,880.164103,215000
83,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-01-01,Freehold,1302.4319,sq.ft,779.9521939999998,165000
84,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-01-01,Freehold,1496.1821,sq.ft,627.53537,200000
85,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-03-01,Freehold,1194.7929,sq.ft,610.31313,110000
86,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-03-01,Freehold,1302.4319,sq.ft,779.9521939999998,195000
87,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-08-01,Freehold,1130.2095,sq.ft,610.31313,165000
88,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-08-01,Freehold,1194.7929,sq.ft,610.31313,210000
89,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-08-01,Freehold,1194.7929,sq.ft,619.893001,180000
90,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-08-01,Freehold,1496.1821,sq.ft,627.53537,200000
91,1 - 1 1/2 Storey Terraced,Alor Gajah,Masjid Tanah,TAMAN SERI AMAN,2.368485733,102.0990818,2022-11-01,Freehold,1302.4319,sq.ft,609.990213,165000
92,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-05-01,Leasehold,1097.9178,sq.ft,699.976417,90000
93,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1087.1539,sq.ft,699.976417,92000
94,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1097.9178,sq.ft,699.976417,90000
95,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1108.6816999999999,sq.ft,699.976417,92000
96,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1162.5012,sq.ft,699.976417,93000
97,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1173.2650999999998,sq.ft,699.976417,94000
98,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1205.5567999999998,sq.ft,699.976417,94000
99,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1237.8485,sq.ft,699.976417,95000
100,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1259.3763,sq.ft,699.976417,95000
101,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1313.1958,sq.ft,699.976417,96000
102,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,1356.2513999999999,sq.ft,699.976417,97000
103,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-07-01,Leasehold,2658.6832999999997,sq.ft,699.976417,127000
104,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-08-01,Leasehold,1097.9178,sq.ft,699.976417,90000
105,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-08-01,Leasehold,1140.9733999999999,sq.ft,699.976417,93000
106,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-08-01,Leasehold,1184.029,sq.ft,699.976417,94000
107,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-08-01,Leasehold,2938.5447,sq.ft,699.976417,132000
108,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-09-01,Leasehold,1097.9178,sq.ft,699.976417,90000
109,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-09-01,Leasehold,1302.4319,sq.ft,699.976417,96000
110,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-09-01,Leasehold,2077.4327,sq.ft,699.976417,116000
111,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-10-01,Leasehold,1097.9178,sq.ft,699.976417,90000
112,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU EMAS,2.38275893,102.2423797,2022-10-01,Leasehold,1280.9041,sq.ft,699.976417,96000
113,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-01-01,Freehold,1302.4319,sq.ft,799.973048,163400
114,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-01-01,Freehold,1399.307,sq.ft,999.96631,225000
115,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-01-01,Freehold,1948.2658999999999,sq.ft,999.96631,272700
116,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-03-01,Freehold,1399.307,sq.ft,999.96631,237500
117,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-03-01,Freehold,2486.4609,sq.ft,799.973048,207896
118,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-04-01,Freehold,1302.4319,sq.ft,799.973048,173933
119,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-04-01,Freehold,1302.4319,sq.ft,799.973048,163400
120,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-04-01,Freehold,1399.307,sq.ft,999.96631,247000
121,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-05-01,Freehold,1302.4319,sq.ft,799.973048,163400
122,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-05-01,Freehold,2486.4609,sq.ft,799.973048,207896
123,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-06-01,Freehold,1808.3352,sq.ft,999.96631,261000
124,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-07-01,Freehold,1399.307,sq.ft,999.96631,250000
125,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-07-01,Freehold,2303.4746,sq.ft,999.96631,309000
126,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-08-01,Freehold,1302.4319,sq.ft,799.973048,163400
127,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-08-01,Freehold,1399.307,sq.ft,999.96631,250000
128,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-08-01,Freehold,1399.307,sq.ft,999.96631,225000
129,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-09-01,Freehold,1399.307,sq.ft,999.96631,250000
130,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-09-01,Freehold,1399.307,sq.ft,999.96631,237500
131,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-09-01,Freehold,1399.307,sq.ft,999.96631,225000
132,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-10-01,Freehold,1399.307,sq.ft,999.96631,250000
133,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-10-01,Freehold,1399.307,sq.ft,999.96631,237500
134,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-11-01,Freehold,1302.4319,sq.ft,799.973048,163400
135,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-12-01,Freehold,1399.307,sq.ft,999.96631,250000
136,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-12-01,Freehold,1399.307,sq.ft,999.96631,237500
137,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN LESUNG BATU IMPIAN,2.37967791,102.237484,2022-12-01,Freehold,1399.307,sq.ft,999.96631,225000
138,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN MELAKA PERDANA,2.26638244,102.3065969,2022-08-01,Freehold,1194.7929,sq.ft,799.973048,228000
139,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN PENGKALAN INDAH,2.373869696,102.2250703,2022-06-01,Freehold,1194.7929,sq.ft,657.997207,155000
140,1 - 1 1/2 Storey Terraced,Alor Gajah,Melaka Pindah,TAMAN PENGKALAN INDAH,2.373869696,102.2250703,2022-07-01,Freehold,3552.087,sq.ft,802.9869399999999,320000
